"";"orgao";"uniorcam";"funcao";"subfuncao";"programa";"projativ";"rubrica";"recurso_vinculado";"contrapartida_recurso_vinculado";"numero_empenho";"credor";"caracteristica_peculiar";"complemento_recurso_vinculado";"ano_empenho";"cnpj";"data_base";"data_geracao";"entidade";"empenhado";"liquidado";"pago"
"2448";"06";"01";"26";"122";"0001";"02032";"3.1.90.11.74.00.00.000";"0001";"0000";"0202000005627";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4050;4050;4050
"2449";"06";"01";"26";"122";"0001";"02032";"3.1.90.11.74.00.00.000";"0001";"0000";"0202000006342";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4050;4050;4050
"2450";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000000735";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2451";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000001421";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1559,02;1559,02;1559,02
"2452";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000002044";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2453";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000002450";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";776,04;776,04;776,04
"2454";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000002907";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";850,5;850,5;850,5
"2455";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003320";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";850,5;850,5;850,5
"2456";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000003779";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";850,5;850,5;850,5
"2457";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000004299";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1328,75;1328,75;1328,75
"2458";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000004814";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2459";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000005312";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2460";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000005827";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2461";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000006199";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";992,14;992,14;992,14
"2462";"06";"01";"26";"122";"0001";"02032";"3.1.90.13.02.01.00.000";"0001";"0000";"0202000006587";155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1381,89;1381,89;1381,89
"2463";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000000513";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";31,82;31,82;31,82
"2464";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000001178";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";9,68;9,68;9,68
"2465";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000001827";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";45,78;45,78;45,78
"2466";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000002313";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";47,77;47,77;47,77
"2467";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000003645";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";432,54;432,54;432,54
"2468";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000004673";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";84,86;84,86;84,86
"2469";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000004695";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";44,73;44,73;44,73
"2470";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000005144";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";166,14;166,14;166,14
"2471";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000005167";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";89,46;89,46;89,46
"2472";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.01.000";"0001";"0000";"0202000005679";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";33,53;33,53;33,53
"2473";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000000512";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4044,95;4044,95;4044,95
"2474";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000001177";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2902,9;2902,9;2902,9
"2475";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000001826";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3303,31;3303,31;3303,31
"2476";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000002312";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3994,91;3994,91;3994,91
"2477";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000002757";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2297,75;2297,75;2297,75
"2478";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000003189";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3175,9;3175,9;3175,9
"2479";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000003644";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3175,9;3175,9;3175,9
"2480";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000004124";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3758,3;3758,3;3758,3
"2481";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000004672";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3458;3458;3458
"2482";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000005143";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4195,1;4195,1;4195,1
"2483";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000005678";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4174,63;4174,63;4174,63
"2484";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.02.000";"0001";"0000";"0202000006397";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2457;2457;2457
"2485";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000000508";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";805,97;805,97;805,97
"2486";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000001173";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";712,26;712,26;712,26
"2487";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000001822";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";637,28;637,28;637,28
"2488";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000002309";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";693,51;693,51;693,51
"2489";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000002753";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";824,72;824,72;824,72
"2490";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000003186";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";487,34;487,34;487,34
"2491";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000003641";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";524,82;524,82;524,82
"2492";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000004120";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";656,03;656,03;656,03
"2493";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000004669";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";656,03;656,03;656,03
"2494";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000005140";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";656,03;656,03;656,03
"2495";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000005675";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";899,7;899,7;899,7
"2496";"06";"01";"26";"122";"0001";"02032";"3.1.90.16.44.99.03.000";"0001";"0000";"0202000006393";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";281,15;281,15;281,15
"2497";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000000765";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4005,25;4005,25;4005,25
"2498";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000001449";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3728,1;3728,1;3728,1
"2499";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000001982";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3592,81;3592,81;3592,81
"2500";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000002477";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3636,49;3636,49;3636,49
"2501";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000002933";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3522,27;3522,27;3522,27
"2502";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003349";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3534,36;3534,36;3534,36
"2503";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003805";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4139,76;4139,76;4139,76
"2504";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000004326";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4294,66;4294,66;4294,66
"2505";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000004840";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4205,88;4205,88;4205,88
"2506";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000005338";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4323,82;4323,82;4323,82
"2507";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000005853";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4359,53;4359,53;4359,53
"2508";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000006164";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4197,95;4197,95;4197,95
"2509";"06";"01";"26";"122";"0001";"02032";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000006612";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4425,97;4425,97;4425,97
"2510";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000003849";6155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";139,33;139,33;139,33
"2511";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000003981";4758;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";83,64;83,64;83,64
"2512";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000003982";6155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";83,64;83,64;83,64
"2513";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000004033";5512;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";83,64;83,64;83,64
"2514";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000004034";6155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";83,64;83,64;83,64
"2515";"06";"01";"26";"122";"0001";"02032";"3.3.90.14.14.00.00.000";"0001";"0000";"0202000005286";6155;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";83,64;83,64;83,64
"2516";"06";"01";"26";"122";"0001";"02032";"3.3.90.30.04.00.00.000";"0001";"0000";"0202000001375";448;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";340;340;340
"2517";"06";"01";"26";"122";"0001";"02032";"3.3.90.30.11.00.00.000";"0001";"0000";"0202000000947";6857;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";745;745;745
"2518";"06";"01";"26";"122";"0001";"02032";"3.3.90.30.17.00.00.000";"0001";"0000";"0202000000141";2026;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";300;300;300
"2519";"06";"01";"26";"122";"0001";"02032";"3.3.90.30.24.00.00.000";"0001";"0000";"0202000000271";5301;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";26,06;26,06;26,06
"2520";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.01.00.00.000";"0001";"0000";"0202000002143";266;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";115;115;115
"2521";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.16.00.00.000";"0001";"0000";"0202000000964";5208;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";230;230;230
"2522";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.19.00.00.000";"0001";"0000";"0202000000962";5349;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";150;150;150
"2523";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.43.00.00.000";"0001";"0000";"0202000000023";1169;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";8290;8290;8290
"2524";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.43.00.00.000";"0001";"0000";"0202000000024";1169;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3000;3000;3000
"2525";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.43.00.00.000";"0001";"0000";"0202000004279";1169;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";305,16;305,16;305,16
"2526";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.43.00.00.000";"0001";"0000";"0202000004380";1169;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";3968,39;3968,39;3968,39
"2527";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.43.00.00.000";"0001";"0000";"0202000005915";1169;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";263,79;263,79;263,79
"2528";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.44.00.00.000";"0001";"0000";"0202000000008";223;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";980;980;980
"2529";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.44.00.00.000";"0001";"0000";"0202000005948";223;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";41,74;41,74;41,74
"2530";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000000311";4824;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";985,8;985,8;985,8
"2531";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000000326";4824;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"2532";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000000337";149;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";284,77;284,77;284,77
"2533";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000000803";149;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";221,45;221,45;221,45
"2534";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000001503";149;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";261,04;261,04;261,04
"2535";"06";"01";"26";"122";"0001";"02032";"3.3.90.39.58.01.00.000";"0001";"0000";"0202000002121";149;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";274,76;274,76;274,76
"2536";"06";"01";"26";"122";"0001";"02032";"3.3.90.40.06.00.00.000";"0001";"0000";"0202000000075";167;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";8277,72;8277,72;8277,72
"2537";"06";"01";"26";"122";"0001";"02032";"3.3.90.40.06.00.00.000";"0001";"0000";"0202000003751";167;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";461,54;461,54;461,54
"2538";"06";"01";"26";"122";"0001";"02032";"4.4.90.52.24.00.00.000";"0001";"0000";"0202000003995";7587;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"2539";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000000795";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5208;5208;5208
"2540";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000001479";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5103;5103;5103
"2541";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000001963";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";4662;4662;4662
"2542";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000002435";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5376;5376;5376
"2543";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000002892";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5880;5880;5880
"2544";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000003379";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5775;5775;5775
"2545";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000003833";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5754;5754;5754
"2546";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000004358";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5880;5880;5880
"2547";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000004873";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";6132;6132;6132
"2548";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000005371";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5880;5880;5880
"2549";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000005886";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";6090;6090;6090
"2550";"06";"01";"26";"331";"0001";"00025";"3.3.90.46.01.00.00.000";"0001";"0000";"0202000006540";6424;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";6300;6300;6300
"2551";"06";"02";"17";"512";"0012";"01033";"4.4.90.30.24.00.00.000";"0001";"0000";"0202000005426";4313;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1300;1300;1300
"2552";"06";"02";"17";"512";"0012";"01033";"4.4.90.30.99.00.00.000";"0001";"0000";"0202000002960";4127;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";796;796;796
"2553";"06";"02";"17";"512";"0012";"01033";"4.4.90.39.99.00.00.000";"0001";"0000";"0202000002959";4127;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";204;204;204
"2554";"06";"02";"17";"512";"0012";"01033";"4.4.90.51.91.00.00.000";"0001";"0000";"0202000005425";7667;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";9940;9940;9940
